<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
USDRUB_TOM,D,2014-07-18,000000,35.252,35.2625,34.97,35.1425,5047780000,0
USDRUB_TOM,D,2014-07-21,000000,35.19,35.224,35.0285,35.19,4063822000,0
USDRUB_TOM,D,2014-07-22,000000,35.061,35.1,34.85,34.996,4626737000,0
USDRUB_TOM,D,2014-07-23,000000,34.896,34.9105,34.755,34.8995,4191244000,0
USDRUB_TOM,D,2014-07-24,000000,35.0035,35.155,34.8965,35.0435,4437683000,0
USDRUB_TOM,D,2014-07-25,000000,35.11,35.15,35.0075,35.13,3956613000,0
USDRUB_TOM,D,2014-07-28,000000,35.2765,35.5995,35.24,35.5425,3727019000,0
USDRUB_TOM,D,2014-07-29,000000,35.6845,35.8045,35.451,35.8045,4122914000,0
USDRUB_TOM,D,2014-07-30,000000,35.87,35.941,35.494,35.586,4942860000,0
USDRUB_TOM,D,2014-07-31,000000,35.517,35.7485,35.3855,35.7485,3819879000,0
USDRUB_TOM,D,2014-08-01,000000,35.758,35.8445,35.6725,35.7495,2428542000,0
USDRUB_TOM,D,2014-08-04,000000,35.6495,35.8525,35.62,35.783,2431828000,0
USDRUB_TOM,D,2014-08-05,000000,35.722,36.0955,35.722,36.0785,2993449000,0
USDRUB_TOM,D,2014-08-06,000000,36.1295,36.2925,36.058,36.189,3968517000,0
USDRUB_TOM,D,2014-08-07,000000,36.201,36.421,36.1895,36.27,3702327000,0
USDRUB_TOM,D,2014-08-08,000000,36.4485,36.547,36.11,36.1205,4328605000,0
USDRUB_TOM,D,2014-08-11,000000,36.101,36.187,35.91,35.929,4342066000,0
USDRUB_TOM,D,2014-08-12,000000,35.9995,36.21,35.993,36.18,4021784000,0
USDRUB_TOM,D,2014-08-13,000000,36.2785,36.29,35.983,36.0005,4586662000,0
USDRUB_TOM,D,2014-08-14,000000,36.0595,36.096,35.8165,36.036,3874801000,0
USDRUB_TOM,D,2014-08-15,000000,36.0295,36.3035,35.89,36.131,4301200000,0
USDRUB_TOM,D,2014-08-18,000000,35.98,36.115,35.9415,36.0595,3034535000,0
USDRUB_TOM,D,2014-08-19,000000,36.01,36.2125,36.009,36.185,3046039000,0
USDRUB_TOM,D,2014-08-20,000000,36.188,36.3775,36.1855,36.3005,3543551000,0
USDRUB_TOM,D,2014-08-21,000000,36.384,36.387,36.002,36.024,4033140000,0
USDRUB_TOM,D,2014-08-22,000000,36,36.37,35.94,36.11,4883742000,0
USDRUB_TOM,D,2014-08-25,000000,36.1045,36.222,36.0895,36.095,2211904000,0
USDRUB_TOM,D,2014-08-26,000000,36.11,36.211,36.038,36.1005,3179532000,0
USDRUB_TOM,D,2014-08-27,000000,36.0835,36.2,35.997,36.172,4448847000,0
USDRUB_TOM,D,2014-08-28,000000,36.21,36.8965,36.21,36.75,7299401000,0
USDRUB_TOM,D,2014-08-29,000000,36.8485,37.217,36.8135,37.1235,4213606000,0
USDRUB_TOM,D,2014-09-01,000000,37.1995,37.51,37.101,37.302,5084043000,0
USDRUB_TOM,D,2014-09-02,000000,37.341,37.4945,37.253,37.4625,4073781000,0
USDRUB_TOM,D,2014-09-03,000000,37.3835,37.416,36.669,36.863,8290272000,0
USDRUB_TOM,D,2014-09-04,000000,36.84,37.09,36.681,37.0075,6147439000,0
USDRUB_TOM,D,2014-09-05,000000,36.962,37.2135,36.66,36.92,4562764000,0
USDRUB_TOM,D,2014-09-08,000000,37.109,37.1595,36.86,37.0695,3251250000,0
USDRUB_TOM,D,2014-09-09,000000,37.0635,37.181,36.9495,37.1115,3129588000,0
USDRUB_TOM,D,2014-09-10,000000,37.1465,37.4675,37.1195,37.29,3655891000,0
USDRUB_TOM,D,2014-09-11,000000,37.3505,37.6205,37.3,37.5095,4283456000,0
USDRUB_TOM,D,2014-09-12,000000,37.5515,37.97,37.551,37.785,3671142000,0
USDRUB_TOM,D,2014-09-15,000000,37.89,38.5,37.8495,38.385,4530519000,0
USDRUB_TOM,D,2014-09-16,000000,38.4775,38.93,38.2005,38.33,6781009000,0
USDRUB_TOM,D,2014-09-17,000000,38.6045,38.6045,38.2255,38.419,5150078000,0
USDRUB_TOM,D,2014-09-18,000000,38.5855,38.59,38.3,38.478,3721470000,0
USDRUB_TOM,D,2014-09-19,000000,38.4685,38.5495,38.3395,38.4215,4684479000,0
USDRUB_TOM,D,2014-09-22,000000,38.3575,38.7115,38.3325,38.6995,4146317000,0
USDRUB_TOM,D,2014-09-23,000000,38.65,38.7855,38.49,38.616,3250499000,0
USDRUB_TOM,D,2014-09-24,000000,38.5275,38.5605,38.139,38.15,6539504000,0
USDRUB_TOM,D,2014-09-25,000000,38.2,38.54,38.1705,38.4915,5731944000,0
USDRUB_TOM,D,2014-09-26,000000,38.62,39.192,38.5975,39.1765,5883771000,0
USDRUB_TOM,D,2014-09-29,000000,39.272,39.5925,39.216,39.4395,5384020000,0
USDRUB_TOM,D,2014-09-30,000000,39.442,39.89,39.29,39.5925,5836541000,0
USDRUB_TOM,D,2014-10-01,000000,39.6965,39.741,39.359,39.7,3850188000,0
USDRUB_TOM,D,2014-10-02,000000,39.5,39.69,39.42,39.561,3257185000,0
USDRUB_TOM,D,2014-10-03,000000,39.5945,39.966,39.594,39.957,4695938000,0
USDRUB_TOM,D,2014-10-06,000000,39.9985,40.0535,39.71,39.73,3390047000,0
USDRUB_TOM,D,2014-10-07,000000,39.6485,39.9795,39.6485,39.904,4484089000,0
USDRUB_TOM,D,2014-10-08,000000,39.9855,40.1525,39.914,40,4940730000,0
USDRUB_TOM,D,2014-10-09,000000,39.942,40.1475,39.798,40.1475,5229555000,0
USDRUB_TOM,D,2014-10-10,000000,40.1625,40.46,40.1205,40.325,5914977000,0
USDRUB_TOM,D,2014-10-13,000000,40.2445,40.55,40.198,40.4925,3132097000,0
USDRUB_TOM,D,2014-10-14,000000,40.491,40.956,40.43,40.92,6219849000,0
USDRUB_TOM,D,2014-10-15,000000,40.9315,41.0475,40.44,40.4505,8021193000,0
USDRUB_TOM,D,2014-10-16,000000,40.65,41.14,40.6405,40.869,7320104000,0
USDRUB_TOM,D,2014-10-17,000000,40.8775,41.15,40.5685,40.7525,5337368000,0
USDRUB_TOM,D,2014-10-20,000000,40.86,41.1015,40.779,41.0375,5687323000,0
USDRUB_TOM,D,2014-10-21,000000,41.0755,41.13,40.88,40.964,3151772000,0
USDRUB_TOM,D,2014-10-22,000000,40.9455,41.42,40.866,41.4195,4836240000,0
USDRUB_TOM,D,2014-10-23,000000,41.4295,41.808,41.385,41.715,7262815000,0
USDRUB_TOM,D,2014-10-24,000000,41.7525,42.01,41.708,41.906,6635621000,0
USDRUB_TOM,D,2014-10-27,000000,41.7615,42.3,41.7615,42.28,7026301000,0
USDRUB_TOM,D,2014-10-28,000000,42.3075,42.5995,42.3,42.468,8012010000,0
USDRUB_TOM,D,2014-10-29,000000,42.6295,43.2335,42.55,43.2,8079060000,0
USDRUB_TOM,D,2014-10-30,000000,43.45,43.66,41.0005,41.6445,12188419000,0
USDRUB_TOM,D,2014-10-31,000000,41.8425,43.129,41.5005,43.034,7929025000,0
USDRUB_TOM,D,2014-11-03,000000,43.15,43.637,43.13,43.608,415979000,0
USDRUB_TOM,D,2014-11-05,000000,43.992,45.0195,43.9375,44.95,7553966000,0
USDRUB_TOM,D,2014-11-07,000000,47.625,48.6495,45.6805,46.65,8310944000,0
USDRUB_TOM,D,2014-11-10,000000,46.482,46.55,44.9565,45.8525,6121885000,0
USDRUB_TOM,D,2014-11-11,000000,45.75,47.05,45.69,46.3515,4330124000,0
USDRUB_TOM,D,2014-11-12,000000,46.2945,46.5,45.5,45.9615,3888963000,0
USDRUB_TOM,D,2014-11-13,000000,46.1215,46.82,45.764,46.82,3952521000,0
USDRUB_TOM,D,2014-11-14,000000,46.842,47.845,46.8245,47.1735,4415287000,0
USDRUB_TOM,D,2014-11-17,000000,47.065,47.5335,47.05,47.1045,3463635000,0
USDRUB_TOM,D,2014-11-18,000000,47.13,47.24,46.577,46.9025,3623290000,0
USDRUB_TOM,D,2014-11-19,000000,46.9955,47.151,46.65,46.861,3341636000,0
USDRUB_TOM,D,2014-11-20,000000,46.7745,46.8545,46.125,46.152,3877210000,0
USDRUB_TOM,D,2014-11-21,000000,46.049,46.05,45.3185,45.714,5726051000,0
USDRUB_TOM,D,2014-11-24,000000,45.5715,45.8625,44.345,44.997,6882782000,0
USDRUB_TOM,D,2014-11-25,000000,44.878,46.263,44.6175,46.263,5726845000,0
USDRUB_TOM,D,2014-11-26,000000,46.385,47.388,46.21,47.388,4687085000,0
USDRUB_TOM,D,2014-11-27,000000,47.604,48.655,46.693,48.655,5859102000,0
USDRUB_TOM,D,2014-11-28,000000,49.088,50.4085,49,50.4085,4925913000,0
USDRUB_TOM,D,2014-12-01,000000,51.06,53.95,50.947,51.22,7905057000,0
USDRUB_TOM,D,2014-12-02,000000,50.924,54.399,50.3005,53.85,6626921000,0
USDRUB_TOM,D,2014-12-03,000000,53.7445,54.909,52.5505,53.1905,7055663000,0
USDRUB_TOM,D,2014-12-04,000000,52.4005,54.5,52.02,54.29,4710438000,0
USDRUB_TOM,D,2014-12-05,000000,54.2905,54.4675,52.4225,52.51,5160256000,0
USDRUB_TOM,D,2014-12-08,000000,52.861,53.9025,52.858,53.745,3616425000,0
USDRUB_TOM,D,2014-12-09,000000,54.012,54.3555,53.9,54.049,3100536000,0
USDRUB_TOM,D,2014-12-10,000000,54.1995,54.88,54.0715,54.85,3315639000,0
USDRUB_TOM,D,2014-12-11,000000,54.861,56.7,54.566,56.44,4485562000,0
USDRUB_TOM,D,2014-12-12,000000,56.5405,58.526,55.9355,58.18,6618063000,0
USDRUB_TOM,D,2014-12-15,000000,58.1595,64.4455,57.5045,64.4455,7517094000,0
USDRUB_TOM,D,2014-12-16,000000,59.5475,80.1,58.151,67.5,5918626000,0
USDRUB_TOM,D,2014-12-17,000000,68.2,72.7,59.55,60.2205,5582095000,0
USDRUB_TOM,D,2014-12-18,000000,59.5105,63.8825,58.15,61.5,5488466000,0
USDRUB_TOM,D,2014-12-19,000000,62.6115,62.9,58.5,58.55,4067889000,0
USDRUB_TOM,D,2014-12-22,000000,58.858,58.858,54.109,55.8,4023135000,0
USDRUB_TOM,D,2014-12-23,000000,56.1,56.2995,52.8775,54.5035,4169093000,0
USDRUB_TOM,D,2014-12-24,000000,54.0015,55.4995,53.4,53.44,3138444000,0
USDRUB_TOM,D,2014-12-25,000000,53.052,53.78,51.85,52.5515,2309658000,0
USDRUB_TOM,D,2014-12-26,000000,52.8,55.505,51.667,54.004,2880349000,0
USDRUB_TOM,D,2014-12-29,000000,54.674,59.005,54.6015,58.322,5015306000,0
USDRUB_TOM,D,2014-12-30,000000,59.3,59.4,54.8,56,4426788000,0
USDRUB_TOM,D,2015-01-05,000000,59.1885,61.19,57.516,60.85,599001000,0
USDRUB_TOM,D,2015-01-06,000000,60.3995,64.165,60.1045,63.24,1023300000,0
USDRUB_TOM,D,2015-01-08,000000,63.2895,63.2895,59.465,60.301,783073000,0
USDRUB_TOM,D,2015-01-09,000000,60.1805,62.15,59.5,61.55,654867000,0
USDRUB_TOM,D,2015-01-12,000000,62.0005,63.454,62.0005,63.17,2591977000,0
USDRUB_TOM,D,2015-01-13,000000,63.9365,66.49,63.9365,65.25,3885323000,0
USDRUB_TOM,D,2015-01-14,000000,66,66.691,64.7,64.773,3240944000,0
USDRUB_TOM,D,2015-01-15,000000,64.3,66.1265,63.0945,65.29,3884279000,0
USDRUB_TOM,D,2015-01-16,000000,65.15,65.549,64.75,65.1985,2169697000,0
USDRUB_TOM,D,2015-01-19,000000,65.3995,65.5,64.116,65.02,2064841000,0
USDRUB_TOM,D,2015-01-20,000000,64.9965,65.742,64.841,65.2,2182460000,0
USDRUB_TOM,D,2015-01-21,000000,65.1245,66.0715,65,65.35,2914534000,0
USDRUB_TOM,D,2015-01-22,000000,65.315,65.592,64.12,64.12,2980849000,0
USDRUB_TOM,D,2015-01-23,000000,63.7515,64.73,62.9145,64.2395,3516655000,0
USDRUB_TOM,D,2015-01-26,000000,64.596,69.2995,64.596,68.799,3296996000,0
USDRUB_TOM,D,2015-01-27,000000,68.242,68.4995,66.37,66.82,3475665000,0
USDRUB_TOM,D,2015-01-28,000000,66.8995,68.05,66.5525,68.0345,3178244000,0
USDRUB_TOM,D,2015-01-29,000000,68.3175,69.439,68.1585,68.73,3476232000,0
USDRUB_TOM,D,2015-01-30,000000,68.6105,71.8465,68.214,68.9105,5710474000,0
