Date,Open,High,Low,Close,Volume,Adj Close
2014-01-16,1824.60,1831.33,1811.18,1813.01,188760700,1813.01
2014-01-15,1834.74,1836.47,1818.99,1824.03,154595600,1824.03
2014-01-13,1825.42,1837.35,1823.16,1834.97,83731700,1834.97
2014-01-10,1826.19,1827.95,1822.25,1826.61,114671400,1826.61
2014-01-09,1831.80,1833.10,1826.53,1828.21,107762900,1828.21
2014-01-08,1826.95,1838.39,1825.90,1831.30,118625900,1831.30
2014-01-07,1832.69,1832.69,1822.99,1825.11,102195400,1825.11
2014-01-06,1835.85,1836.74,1829.13,1829.18,93432600,1829.18
2014-01-03,1847.10,1849.23,1834.74,1834.74,96226900,1834.74
2014-01-02,1865.73,1868.29,1848.83,1852.95,66306000,1852.95
2013-12-31,1872.13,1882.20,1862.52,1866.96,92247000,1866.96
2013-12-30,1862.33,1872.52,1858.61,1872.52,000,1872.52
2013-12-27,1843.96,1862.63,1843.90,1861.06,68685700,1861.06
2013-12-26,1828.54,1846.49,1828.48,1844.10,39266500,1844.10
2013-12-24,1833.87,1840.34,1833.52,1835.49,43420400,1835.49
2013-12-23,1835.39,1840.17,1829.22,1832.86,58940900,1832.86
2013-12-20,1848.79,1848.79,1838.03,1838.03,98399500,1838.03
2013-12-19,1847.14,1851.53,1845.17,1846.18,109955400,1846.18
2013-12-18,1845.15,1849.43,1841.66,1847.50,120243400,1847.50
2013-12-17,1837.22,1851.94,1837.22,1850.90,110912100,1850.90
2013-12-16,1841.81,1841.81,1834.11,1837.88,98224500,1837.88
2013-12-13,1833.26,1843.48,1831.10,1840.35,115997900,1840.35
2013-12-12,1839.70,1840.54,1833.12,1833.87,105492200,1833.87
2013-12-11,1842.91,1845.69,1839.73,1842.82,140819300,1842.82
2013-12-10,1837.80,1846.92,1837.80,1843.85,139942100,1843.85
2013-12-09,1826.93,1843.62,1826.93,1841.87,101398900,1841.87
2013-12-06,1823.52,1832.21,1822.33,1826.95,123494300,1826.95
2013-12-05,1822.12,1826.42,1820.63,1824.86,142210600,1824.86
2013-12-04,1819.96,1828.46,1819.96,1821.90,118890500,1821.90
2013-12-03,1825.26,1840.12,1821.66,1824.29,165877000,1824.29
2013-12-02,1812.75,1818.15,1811.67,1818.15,99698500,1818.15
2013-11-29,1806.78,1812.72,1804.27,1812.72,109757200,1812.72
2013-11-28,1799.88,1807.60,1799.88,1807.60,73856200,1807.60
2013-11-27,1795.02,1799.82,1792.21,1798.46,137681500,1798.46
2013-11-26,1797.21,1802.78,1796.25,1798.13,186416300,1798.13
2013-11-25,1797.29,1806.13,1795.71,1797.97,122102400,1797.97
2013-11-22,1792.38,1795.75,1791.31,1794.52,108735200,1794.52
2013-11-21,1795.38,1797.89,1790.94,1794.65,141063400,1794.65
2013-11-20,1804.80,1814.73,1795.10,1798.69,191696300,1798.69
2013-11-19,1794.46,1813.51,1794.39,1807.16,214103500,1807.16
2013-11-18,1791.39,1795.14,1789.39,1792.39,115174800,1792.39
2013-11-15,1784.20,1790.78,1784.20,1789.87,102726200,1789.87
2013-11-14,1780.66,1790.03,1780.54,1784.20,116359900,1784.20
2013-11-13,1796.19,1796.19,1781.66,1782.49,132264100,1782.49
2013-11-12,1805.07,1805.33,1788.36,1794.80,114974200,1794.80
2013-11-11,1803.27,1806.23,1802.77,1804.21,108530700,1804.21
2013-11-08,1801.29,1807.23,1800.95,1804.48,118712100,1804.48
2013-11-07,1804.08,1806.61,1798.46,1806.61,104976800,1806.61
2013-11-06,1811.06,1813.61,1800.63,1803.05,131234300,1803.05
2013-11-04,1811.78,1813.83,1806.93,1807.47,71274700,1807.47
2013-11-01,1803.68,1811.15,1801.69,1810.41,95240700,1810.41
2013-10-31,1815.14,1815.15,1804.56,1806.85,169630800,1806.85
2013-10-30,1816.96,1818.89,1812.66,1817.38,136873800,1817.38
2013-10-29,1821.22,1821.79,1813.87,1815.65,144469500,1815.65
2013-10-28,1818.44,1821.14,1814.86,1818.39,87178700,1818.39
2013-10-25,1818.60,1820.81,1812.47,1817.57,95627400,1817.57
2013-10-24,1818.75,1822.17,1817.41,1818.93,119197000,1818.93
2013-10-23,1805.64,1817.93,1805.64,1814.11,180550400,1814.11
2013-10-22,1800.85,1808.35,1800.46,1803.58,123845000,1803.58
2013-10-21,1798.92,1803.46,1797.14,1802.61,107015100,1802.61
2013-10-18,1798.94,1805.00,1795.95,1799.59,115226800,1799.59
2013-10-17,1801.04,1802.57,1796.10,1797.42,120214700,1797.42
2013-10-16,1787.84,1795.48,1786.10,1791.37,134063200,1791.37
2013-10-14,1775.11,1788.53,1775.11,1784.76,73069900,1784.76
2013-10-11,1788.88,1788.99,1783.53,1785.75,106338900,1785.75
2013-10-10,1769.12,1777.45,1768.64,1775.92,104285300,1775.92
2013-10-09,1774.71,1775.04,1769.12,1769.12,97675000,1769.12
2013-10-08,1773.65,1778.13,1771.32,1777.50,112191200,1777.50
2013-10-07,1778.03,1780.27,1773.56,1776.82,77432400,1776.82
2013-10-04,1771.29,1779.02,1769.77,1776.56,91512600,1776.56
2013-10-03,1770.02,1773.29,1768.15,1771.37,73213800,1771.37
2013-10-02,1769.97,1774.68,1769.45,1770.35,109131000,1770.35
2013-10-01,1766.37,1770.34,1759.66,1769.03,126219300,1769.03
2013-09-30,1775.28,1781.84,1762.30,1768.62,202544800,1768.62
2013-09-27,1775.78,1781.61,1775.35,1776.16,108505400,1776.16
2013-09-26,1784.30,1784.96,1774.16,1774.16,125821100,1774.16
2013-09-25,1788.06,1791.18,1783.15,1784.06,137030600,1784.06
2013-09-24,1790.78,1792.48,1785.41,1792.48,129269300,1792.48
2013-09-23,1795.79,1800.30,1793.28,1796.36,125943600,1796.36
2013-09-20,1796.06,1805.15,1794.89,1801.83,180599400,1801.83
2013-09-19,1790.41,1793.94,1787.38,1792.91,225940200,1792.91
2013-09-18,1772.51,1774.78,1769.69,1771.40,108065800,1771.40
2013-09-17,1777.41,1781.47,1769.12,1774.94,139206200,1774.94
2013-09-13,1768.39,1770.80,1764.13,1770.80,100178400,1770.80
2013-09-12,1777.76,1779.40,1769.75,1772.40,128670300,1772.40
2013-09-11,1769.80,1776.11,1763.05,1768.48,169404000,1768.48
2013-09-10,1753.14,1774.14,1753.14,1764.95,217580800,1764.95
2013-09-09,1726.27,1747.03,1726.27,1747.03,144055700,1747.03
2013-09-06,1719.97,1726.28,1719.83,1723.80,128068200,1723.80
2013-09-05,1719.10,1723.69,1718.56,1720.97,120043600,1720.97
2013-09-04,1725.55,1725.55,1702.57,1716.76,149800300,1716.76
2013-09-03,1718.35,1727.94,1715.98,1724.21,132452500,1724.21
2013-09-02,1723.77,1724.76,1714.95,1717.56,93071800,1717.56
2013-08-30,1708.31,1727.58,1708.31,1727.58,253350800,1727.58
2013-08-29,1685.51,1707.19,1684.08,1703.78,186233900,1703.78
2013-08-28,1687.23,1689.68,1660.39,1686.17,304554700,1686.17
2013-08-27,1718.41,1719.03,1698.89,1701.24,212276600,1701.24
2013-08-26,1722.14,1732.25,1722.14,1722.49,144335500,1722.49
2013-08-23,1724.07,1729.86,1721.07,1721.07,198357600,1721.07
2013-08-22,1727.34,1729.46,1710.17,1720.37,280926100,1720.37
2013-08-21,1743.49,1749.16,1740.61,1744.85,197765500,1744.85
2013-08-20,1773.85,1774.47,1737.58,1745.42,310561400,1745.42
2013-08-19,1774.50,1788.43,1771.65,1778.36,148591400,1778.36
2013-08-16,1789.74,1791.26,1786.76,1788.24,98314500,1788.24
2013-08-15,1792.79,1797.17,1791.23,1792.21,130947000,1792.21
2013-08-14,1799.95,1801.26,1791.46,1793.73,101374400,1793.73
2013-08-13,1784.46,1796.29,1784.46,1795.09,131123000,1795.09
2013-08-12,1779.75,1786.20,1777.87,1784.57,125016200,1784.57
2013-08-07,1784.41,1784.76,1776.99,1779.32,71763400,1779.32
2013-08-06,1780.49,1784.64,1779.47,1784.64,135495100,1784.64
2013-08-05,1786.02,1788.93,1781.61,1785.14,120836500,1785.14
2013-08-02,1781.14,1787.83,1777.84,1782.51,156332700,1782.51
2013-08-01,1775.71,1782.72,1766.70,1777.82,177514500,1777.82
2013-07-31,1791.52,1791.71,1770.44,1772.62,277156000,1772.62
2013-07-30,1799.07,1800.20,1792.77,1795.08,143664700,1795.08
2013-07-29,1807.38,1808.66,1797.88,1798.78,132210000,1798.78
2013-07-26,1806.21,1811.65,1804.98,1807.61,117871200,1807.61
2013-07-25,1810.96,1811.57,1808.04,1808.42,128146400,1808.42
2013-07-24,1804.23,1810.71,1804.23,1810.00,132910800,1810.00
2013-07-23,1807.20,1807.27,1801.83,1805.31,180676400,1805.31
2013-07-22,1799.13,1803.31,1797.68,1797.68,123564400,1797.68
2013-07-19,1794.38,1800.26,1794.32,1797.74,187912400,1797.74
2013-07-18,1786.99,1792.36,1786.99,1791.54,191668800,1791.54
2013-07-17,1786.11,1789.48,1784.47,1788.66,174519600,1788.66
2013-07-16,1785.54,1790.40,1784.61,1786.39,114531800,1786.39
2013-07-15,1781.92,1786.67,1781.64,1786.67,111349400,1786.67
2013-07-12,1785.00,1786.98,1781.74,1785.65,133078800,1785.65
2013-07-11,1776.55,1781.86,1776.55,1781.15,153525200,1781.15
2013-07-10,1766.67,1771.24,1766.67,1768.71,112803400,1768.71
2013-07-09,1767.02,1769.06,1766.23,1766.49,122597800,1766.49
2013-07-08,1772.87,1774.67,1762.87,1762.87,102448800,1762.87
2013-07-05,1774.41,1778.96,1772.16,1772.27,120151000,1772.27
2013-07-04,1768.82,1774.66,1768.82,1771.34,119228400,1771.34
2013-07-03,1772.42,1776.07,1769.21,1769.21,170298400,1769.21
2013-07-02,1776.39,1777.06,1770.26,1771.89,152958000,1771.89
2013-07-01,1771.98,1775.76,1767.50,1775.14,131091200,1775.14
2013-06-28,1754.46,1773.54,1754.46,1773.54,238644200,1773.54
2013-06-27,1742.90,1753.76,1742.70,1751.57,197522800,1751.57
2013-06-26,1729.68,1744.64,1724.82,1740.76,215527600,1740.76
2013-06-25,1727.73,1743.16,1723.74,1728.64,241723600,1728.64
2013-06-24,1755.76,1756.02,1737.99,1738.19,167779600,1738.19
2013-06-21,1746.74,1762.49,1737.66,1755.85,313697800,1755.85
2013-06-20,1764.17,1766.73,1758.86,1762.34,147695200,1762.34
2013-06-19,1777.26,1782.41,1772.07,1772.88,126972000,1772.88
2013-06-18,1769.58,1774.78,1765.38,1774.05,120170400,1774.05
2013-06-17,1760.40,1773.65,1758.80,1772.17,116450800,1772.17
2013-06-14,1749.41,1762.44,1749.14,1762.19,159414800,1762.19
2013-06-13,1773.68,1774.52,1742.87,1742.87,190159400,1742.87
2013-06-12,1775.80,1777.40,1767.30,1775.12,165395600,1775.12
2013-06-11,1787.81,1792.19,1779.57,1779.57,177693200,1779.57
2013-06-10,1780.17,1792.67,1780.17,1787.80,165618400,1787.80
2013-06-07,1769.86,1778.68,1768.29,1775.59,145169800,1775.59
2013-06-06,1775.35,1777.74,1767.23,1769.60,167003200,1769.60
2013-06-05,1776.19,1778.64,1772.38,1774.42,109518400,1774.42
2013-06-04,1768.78,1776.74,1767.20,1776.74,117899400,1776.74
2013-06-03,1771.55,1773.07,1766.33,1766.33,155255600,1766.33
2013-05-31,1776.70,1780.98,1769.22,1769.22,321700800,1769.22
2013-05-30,1781.17,1781.17,1772.69,1774.92,146845200,1774.92
2013-05-29,1777.74,1786.57,1777.63,1783.47,151129200,1783.47
2013-05-28,1766.45,1779.64,1765.94,1776.16,135504800,1776.16
2013-05-27,1770.12,1771.70,1764.97,1767.13,144209200,1767.13
2013-05-23,1777.56,1786.03,1765.62,1773.06,198053200,1773.06
2013-05-22,1788.61,1795.59,1781.14,1783.88,165246800,1783.88
2013-05-21,1777.31,1787.97,1776.82,1787.38,144588000,1787.38
2013-05-20,1772.99,1781.05,1770.95,1777.15,144817800,1777.15
2013-05-17,1768.55,1773.53,1765.84,1769.16,112256200,1769.16
2013-05-16,1780.49,1781.39,1765.45,1766.72,155140800,1766.72
2013-05-15,1792.63,1793.87,1781.02,1783.03,169875600,1783.03
2013-05-14,1786.15,1793.15,1784.34,1788.43,164086400,1788.43
2013-05-13,1782.89,1789.62,1775.34,1787.90,161328400,1787.90
2013-05-10,1752.26,1772.89,1752.26,1772.38,208414000,1772.38
2013-05-09,1773.79,1776.25,1764.71,1766.07,178063200,1766.07
2013-05-08,1781.90,1783.57,1769.17,1774.00,238911200,1774.00
2013-05-07,1760.23,1776.73,1756.95,1776.73,311994800,1776.73
2013-05-06,1771.62,1826.22,1743.14,1752.02,460879200,1752.02
2013-05-03,1711.54,1712.03,1685.28,1694.77,236258400,1694.77
2013-05-02,1715.01,1715.23,1704.97,1713.46,182606000,1713.46
2013-04-30,1710.58,1718.44,1702.83,1717.65,211071000,1717.65
2013-04-29,1709.70,1711.85,1706.29,1707.97,105224800,1707.97
2013-04-26,1706.97,1718.08,1703.34,1711.29,210092800,1711.29
2013-04-25,1702.67,1709.64,1700.25,1706.34,166122400,1706.34
2013-04-24,1700.96,1707.35,1700.96,1707.35,133237800,1707.35
2013-04-23,1706.38,1707.85,1699.74,1700.39,133607600,1700.39
2013-04-22,1703.26,1709.49,1702.47,1706.68,111060400,1706.68
2013-04-19,1706.82,1710.43,1702.60,1706.28,127681200,1706.28
2013-04-18,1710.12,1711.38,1704.29,1706.26,134414400,1706.26
2013-04-17,1702.78,1712.14,1701.85,1710.97,191076400,1710.97
2013-04-16,1695.78,1701.26,1688.70,1700.53,130826400,1700.53
2013-04-15,1698.16,1702.88,1696.95,1697.77,117090800,1697.77
2013-04-12,1708.52,1716.47,1696.67,1698.53,153357600,1698.53
2013-04-11,1697.97,1710.35,1697.97,1707.04,185472400,1707.04
2013-04-10,1688.38,1697.51,1687.91,1696.20,138877600,1696.20
2013-04-09,1688.69,1690.45,1685.61,1690.27,130226800,1690.27
2013-04-08,1691.67,1692.06,1683.59,1687.99,144220000,1687.99
2013-04-05,1686.31,1688.96,1680.17,1688.65,167161200,1688.65
2013-04-04,1680.97,1700.55,1678.18,1688.46,158112000,1688.46
2013-04-03,1688.33,1692.85,1632.28,1685.40,279277600,1685.40
2013-04-02,1668.83,1685.00,1668.70,1685.00,184673600,1685.00
2013-04-01,1671.88,1671.88,1659.20,1667.61,118261000,1667.61
2013-03-29,1680.00,1681.03,1666.46,1671.63,113215800,1671.63
2013-03-28,1669.51,1675.87,1667.91,1674.04,209024800,1674.04
2013-03-27,1655.38,1669.85,1655.38,1667.57,230667600,1667.57
2013-03-26,1651.84,1660.80,1648.54,1652.83,213597200,1652.83
2013-03-25,1630.66,1644.59,1628.54,1643.89,165016800,1643.89
2013-03-22,1630.01,1633.33,1624.35,1626.89,181417600,1626.89
2013-03-21,1632.59,1634.54,1626.28,1630.75,181888400,1630.75
2013-03-20,1622.95,1632.32,1619.30,1631.54,187059400,1631.54
2013-03-19,1621.43,1628.26,1619.71,1625.46,149592000,1625.46
2013-03-18,1625.64,1627.05,1613.94,1621.36,148885200,1621.36
2013-03-15,1641.35,1642.15,1627.64,1627.64,280042600,1627.64
2013-03-14,1645.83,1645.83,1635.87,1640.74,153021800,1640.74
2013-03-13,1653.47,1653.88,1641.74,1646.22,153960800,1646.22
2013-03-12,1661.70,1664.39,1652.67,1656.54,149708000,1656.54
2013-03-11,1652.32,1658.68,1649.99,1657.96,156338800,1657.96
2013-03-08,1650.69,1653.96,1649.91,1653.96,148023600,1653.96
2013-03-07,1656.65,1656.65,1649.17,1650.93,124966000,1650.93
2013-03-06,1641.29,1652.84,1641.29,1651.84,162757600,1651.84
2013-03-05,1637.81,1643.42,1637.81,1642.08,179174200,1642.08
2013-03-04,1638.27,1639.51,1622.81,1635.98,175751000,1635.98
2013-03-01,1636.47,1640.60,1636.47,1637.44,151773000,1637.44
2013-02-28,1625.37,1637.63,1624.79,1637.63,200909200,1637.63
2013-02-27,1625.33,1627.07,1623.92,1624.14,136268800,1624.14
2013-02-26,1624.97,1627.33,1622.47,1624.18,131906000,1624.18
2013-02-25,1621.12,1627.35,1619.97,1627.35,134575200,1627.35
2013-02-22,1617.29,1622.08,1611.70,1622.08,157445600,1622.08
2013-02-21,1609.29,1614.05,1599.94,1614.05,168710400,1614.05
2013-02-20,1617.53,1617.64,1606.73,1613.33,151813800,1613.33
2013-02-19,1622.17,1623.72,1612.66,1615.07,111521200,1615.07
2013-02-18,1629.35,1629.91,1620.93,1620.93,87249200,1620.93
2013-02-15,1632.45,1632.56,1624.00,1627.93,115597600,1627.93
2013-02-14,1635.27,1635.55,1630.37,1630.89,141237200,1630.89
2013-02-13,1627.46,1633.71,1627.46,1631.16,119958000,1631.16
2013-02-08,1623.54,1626.99,1613.08,1623.80,139284400,1623.80
2013-02-07,1600.09,1621.06,1597.00,1619.57,193279200,1619.57
2013-02-06,1634.02,1634.70,1610.05,1614.14,205389200,1614.14
2013-02-05,1634.65,1637.51,1630.73,1633.35,115757400,1633.35
2013-02-04,1634.54,1639.58,1630.69,1634.55,162669800,1634.55
2013-01-31,1628.13,1631.86,1622.52,1627.55,201263000,1627.55
2013-01-30,1639.19,1640.96,1613.17,1627.73,175208200,1627.73
2013-01-29,1645.02,1646.14,1635.38,1637.34,171974200,1637.34
2013-01-25,1643.19,1643.84,1634.10,1637.13,166116800,1637.13
2013-01-23,1626.76,1637.42,1622.54,1635.25,162450400,1635.25
2013-01-22,1627.00,1628.66,1602.12,1628.66,218025200,1628.66
2013-01-21,1676.36,1676.36,1630.99,1635.63,247131200,1635.63
2013-01-18,1682.79,1683.96,1674.69,1676.44,142547600,1676.44
2013-01-17,1686.21,1686.22,1679.02,1681.09,170366800,1681.09
2013-01-16,1686.52,1687.00,1677.98,1682.95,132743400,1682.95
2013-01-15,1687.89,1690.19,1683.42,1685.89,147355400,1685.89
2013-01-14,1686.41,1686.69,1682.96,1684.63,120127800,1684.63
2013-01-11,1692.71,1692.71,1682.64,1682.70,111254600,1682.70
2013-01-10,1691.94,1693.72,1684.57,1684.57,114717400,1684.57
2013-01-09,1691.76,1694.21,1688.96,1689.93,145973400,1689.93
2013-01-08,1691.36,1691.70,1682.23,1688.91,165028200,1688.91
2013-01-07,1692.97,1697.37,1691.34,1694.16,148183800,1694.16
2013-01-04,1697.10,1699.68,1687.32,1692.58,148470800,1692.58
2013-01-03,1681.42,1692.65,1681.42,1692.65,174596200,1692.65
2013-01-02,1685.15,1685.15,1674.32,1674.72,104109600,1674.72
2012-12-31,1678.40,1688.95,1673.69,1688.95,130498000,1688.95
2012-12-28,1686.70,1686.70,1678.58,1681.33,106993600,1681.33
2012-12-27,1673.32,1679.23,1671.82,1674.16,115847800,1674.16
2012-12-26,1669.50,1673.19,1665.83,1671.58,58336600,1671.58
2012-12-24,1662.82,1674.49,1659.86,1669.40,80711200,1669.40
2012-12-21,1667.09,1668.42,1658.85,1658.85,121210000,1658.85
2012-12-20,1663.27,1670.60,1661.21,1670.60,118307600,1670.60
2012-12-19,1666.42,1667.70,1660.99,1665.64,150759000,1665.64
2012-12-18,1650.49,1659.44,1650.49,1659.44,156946000,1659.44
2012-12-17,1648.62,1648.62,1643.78,1648.58,111822000,1648.58
2012-12-14,1652.47,1652.87,1644.53,1651.98,125274400,1651.98
2012-12-13,1652.23,1656.62,1649.44,1652.75,151534000,1652.75
2012-12-12,1644.15,1650.85,1643.51,1649.75,180593600,1649.75
2012-12-11,1633.82,1642.23,1633.82,1641.57,161107400,1641.57
2012-12-10,1618.25,1632.15,1617.97,1632.15,142703400,1632.15
2012-12-07,1615.47,1617.77,1614.69,1617.77,114295600,1617.77
2012-12-06,1614.71,1620.05,1614.71,1616.23,118750800,1616.23
2012-12-05,1609.54,1614.51,1609.35,1613.79,117894000,1613.79
2012-12-04,1608.01,1608.46,1601.71,1607.61,116156000,1607.61
2012-12-03,1608.31,1610.46,1606.38,1607.35,125214800,1607.35
2012-11-30,1610.53,1613.56,1606.96,1610.83,237455400,1610.83
2012-11-29,1608.52,1612.73,1607.09,1607.32,150485200,1607.32
2012-11-28,1592.83,1607.22,1590.67,1606.52,196322400,1606.52
2012-11-27,1606.64,1606.88,1596.58,1598.17,162491400,1598.17
2012-11-26,1615.58,1616.04,1607.66,1607.88,121080000,1607.88
2012-11-23,1618.69,1618.73,1611.09,1614.32,153904000,1614.32
2012-11-22,1621.22,1622.40,1618.55,1618.55,165855600,1618.55
2012-11-21,1624.11,1624.42,1619.39,1622.97,163739200,1622.97
2012-11-20,1626.44,1628.30,1622.62,1624.20,181900400,1624.20
2012-11-19,1624.18,1626.96,1620.51,1623.31,125304000,1623.31
2012-11-16,1634.45,1634.98,1624.55,1629.28,206391400,1629.28
2012-11-14,1637.41,1638.84,1629.24,1631.68,202213800,1631.68
2012-11-12,1640.29,1640.78,1636.65,1637.59,106074400,1637.59
2012-11-09,1641.98,1643.22,1632.36,1641.08,129142800,1641.08
2012-11-08,1641.81,1644.10,1632.04,1641.07,155752400,1641.07
2012-11-07,1649.36,1649.94,1643.29,1645.53,172771600,1645.53
2012-11-06,1653.80,1654.39,1638.18,1645.63,146005600,1645.63
2012-11-05,1658.58,1658.58,1650.24,1654.04,126579200,1654.04
2012-11-02,1673.82,1676.48,1656.13,1656.13,153782000,1656.13
2012-11-01,1675.85,1678.57,1670.84,1675.69,104046400,1675.69
2012-10-31,1676.19,1676.86,1670.11,1673.07,130429200,1673.07
2012-10-30,1670.82,1677.50,1670.45,1674.67,94646000,1674.67
2012-10-29,1678.30,1679.37,1669.81,1672.56,112474600,1672.56
2012-10-25,1668.52,1671.89,1667.77,1671.89,94569400,1671.89
2012-10-24,1663.47,1670.09,1661.03,1667.99,137123600,1667.99
2012-10-23,1660.80,1666.26,1658.03,1664.90,113400400,1664.90
2012-10-22,1666.43,1667.23,1660.04,1661.95,101530000,1661.95
2012-10-19,1665.23,1670.16,1665.12,1666.35,130062800,1666.35
2012-10-18,1660.33,1665.90,1660.15,1665.42,144148800,1665.42
2012-10-17,1655.42,1660.67,1653.55,1660.67,197970400,1660.67
2012-10-16,1656.11,1658.50,1652.08,1653.52,120089200,1653.52
2012-10-15,1651.78,1654.44,1649.15,1654.44,80400800,1654.44
2012-10-12,1654.37,1657.72,1650.77,1653.36,110012800,1653.36
2012-10-11,1657.20,1658.04,1654.01,1655.47,96375400,1655.47
2012-10-10,1660.77,1661.59,1657.19,1659.40,135655600,1659.40
2012-10-09,1658.60,1664.98,1658.04,1663.32,139281600,1663.32
2012-10-08,1660.42,1661.83,1653.63,1660.22,118762800,1660.22
2012-10-05,1665.17,1668.32,1659.50,1660.23,126312000,1660.23
2012-10-04,1649.66,1662.14,1649.66,1661.47,154244400,1661.47
2012-10-03,1653.62,1653.80,1640.44,1649.75,160155600,1649.75
2012-10-02,1645.67,1651.08,1645.67,1651.03,121839200,1651.03
2012-10-01,1635.38,1644.86,1633.39,1643.31,99866200,1643.31
2012-09-28,1629.83,1639.79,1628.86,1636.66,186266600,1636.66
2012-09-27,1621.10,1631.67,1620.53,1627.84,154356000,1627.84
2012-09-26,1614.37,1620.83,1612.78,1619.30,138818800,1619.30
2012-09-25,1611.82,1620.98,1603.09,1618.58,143752200,1618.58
2012-09-24,1614.35,1615.98,1595.85,1612.38,138811200,1612.38
2012-09-21,1625.43,1633.65,1619.08,1623.70,157390400,1623.70
2012-09-20,1639.68,1640.29,1620.68,1625.59,143120400,1625.59
2012-09-19,1641.49,1647.32,1640.81,1646.11,183136000,1646.11
2012-09-18,1646.89,1651.66,1640.33,1640.33,219796800,1640.33
2012-09-14,1634.88,1642.95,1633.49,1642.95,252363200,1642.95
2012-09-13,1613.07,1628.57,1612.62,1628.40,230334400,1628.40
2012-09-12,1612.04,1616.47,1609.01,1613.78,194885600,1613.78
2012-09-11,1618.38,1618.61,1601.31,1614.24,175248600,1614.24
2012-09-10,1624.99,1629.19,1619.09,1621.04,134242600,1621.04
2012-09-07,1618.97,1624.81,1613.96,1624.55,165992800,1624.55
2012-09-06,1633.59,1635.95,1613.16,1617.99,189605800,1617.99
2012-09-05,1653.90,1653.90,1641.01,1641.01,155651600,1641.01
2012-09-04,1653.84,1655.35,1652.28,1654.11,125573600,1654.11
2012-09-03,1649.48,1655.49,1649.27,1653.90,159187200,1653.90
2012-08-30,1644.72,1650.85,1643.48,1646.11,171878000,1646.11
2012-08-29,1647.58,1650.52,1645.58,1645.58,102265400,1645.58
2012-08-28,1648.24,1649.00,1645.58,1647.11,77849600,1647.11
2012-08-27,1648.92,1650.14,1647.30,1648.13,77450000,1648.13
2012-08-24,1652.00,1654.66,1647.90,1648.22,89555400,1648.22
2012-08-23,1653.17,1655.24,1650.53,1651.61,93529600,1651.61
2012-08-22,1652.22,1655.39,1649.59,1652.25,141840800,1652.25
2012-08-17,1651.67,1654.53,1648.05,1649.79,145613800,1649.79
2012-08-16,1652.44,1654.34,1648.03,1650.09,107735600,1650.09
