Date,Open,High,Low,Close,Volume,Adj Close
2013-09-30,2002.02,2005.41,1994.22,1996.96,292800,1996.96
2013-09-27,2012.26,2016.34,2008.25,2011.80,282300,2011.80
2013-09-26,1992.10,2007.32,1991.10,2007.32,255600,2007.32
2013-09-25,2004.53,2006.88,1988.87,1998.06,294800,1998.06
2013-09-24,2001.51,2011.11,1990.36,2007.10,309400,2007.10
2013-09-23,2000.72,2015.18,1994.77,2009.41,249500,2009.41
2013-09-17,2009.31,2009.31,1994.31,2005.58,264700,2005.58
2013-09-16,2011.69,2018.02,2004.45,2013.37,248500,2013.37
2013-09-13,1994.95,2004.87,1992.26,1994.32,254000,1994.32
2013-09-12,2004.67,2017.48,1995.16,2004.06,359300,2004.06
2013-09-11,1995.96,2003.85,1987.40,2003.85,299400,2003.85
2013-09-10,1978.08,1994.06,1974.59,1994.06,264300,1994.06
2013-09-09,1964.09,1974.67,1962.62,1974.67,270700,1974.67
2013-09-06,1954.11,1962.15,1949.01,1955.31,325000,1955.31
2013-09-05,1943.66,1954.21,1937.82,1951.65,286700,1951.65
2013-09-04,1929.60,1938.26,1921.93,1933.03,284200,1933.03
2013-09-03,1934.24,1940.99,1928.09,1933.74,300100,1933.74
2013-09-02,1925.32,1932.46,1921.01,1924.81,244000,1924.81
2013-08-30,1918.91,1926.37,1910.37,1926.36,301000,1926.36
2013-08-29,1892.03,1914.90,1891.59,1907.54,301700,1907.54
2013-08-28,1862.51,1885.35,1861.56,1884.52,378300,1884.52
2013-08-27,1883.71,1896.63,1881.44,1885.84,409300,1885.84
2013-08-26,1876.59,1890.38,1876.59,1887.86,316300,1887.86
2013-08-23,1861.58,1876.14,1854.67,1870.16,375000,1870.16
2013-08-22,1847.94,1858.50,1838.52,1849.12,425900,1849.12
2013-08-21,1891.01,1894.74,1863.60,1867.46,411200,1867.46
2013-08-20,1910.30,1923.42,1885.93,1887.85,350400,1887.85
2013-08-19,1917.32,1918.71,1909.80,1917.64,302100,1917.64
2013-08-16,1903.72,1927.59,1901.70,1920.11,348500,1920.11
2013-08-14,1912.59,1925.10,1908.92,1923.91,363300,1923.91
2013-08-13,1893.42,1913.03,1890.78,1913.03,362600,1913.03
2013-08-12,1878.50,1894.42,1878.33,1884.83,297500,1884.83
2013-08-09,1884.57,1888.79,1876.07,1880.71,283500,1880.71
2013-08-08,1884.58,1896.07,1879.13,1883.97,338200,1883.97
2013-08-07,1892.47,1895.50,1878.33,1878.33,312400,1878.33
2013-08-06,1914.06,1914.06,1895.87,1906.62,294600,1906.62
2013-08-05,1920.83,1925.60,1915.69,1916.22,234000,1916.22
2013-08-02,1936.26,1939.28,1920.98,1923.38,298200,1923.38
2013-08-01,1916.56,1925.32,1906.74,1920.74,336100,1920.74
2013-07-31,1915.47,1920.60,1910.82,1914.03,384100,1914.03
2013-07-30,1901.88,1917.11,1900.54,1917.05,366900,1917.05
2013-07-29,1908.66,1912.57,1899.02,1899.89,337600,1899.89
2013-07-26,1912.05,1915.97,1902.47,1910.81,320200,1910.81
2013-07-25,1906.57,1913.91,1904.44,1909.61,312000,1909.61
2013-07-24,1904.07,1914.41,1901.15,1912.08,322200,1912.08
2013-07-23,1890.55,1904.15,1885.57,1904.15,352400,1904.15
2013-07-22,1880.81,1894.41,1873.17,1880.35,357000,1880.35
2013-07-19,1880.44,1881.40,1861.43,1871.41,319600,1871.41
2013-07-18,1883.07,1885.01,1870.78,1875.48,380200,1875.48
2013-07-17,1871.29,1894.70,1856.55,1887.49,383000,1887.49
2013-07-16,1875.53,1875.68,1860.37,1866.36,303400,1866.36
2013-07-15,1870.26,1877.46,1847.82,1875.16,330000,1875.16
2013-07-12,1873.66,1873.66,1863.40,1869.98,266000,1869.98
2013-07-11,1840.34,1877.60,1840.34,1877.60,331400,1877.60
2013-07-10,1835.94,1836.91,1818.94,1824.16,268000,1824.16
2013-07-09,1828.63,1831.35,1815.03,1830.35,258000,1830.35
2013-07-08,1830.81,1840.57,1809.72,1816.85,303600,1816.85
2013-07-05,1848.97,1857.39,1828.75,1833.31,285600,1833.31
2013-07-04,1830.49,1840.38,1825.62,1839.14,313000,1839.14
2013-07-03,1854.29,1860.46,1823.10,1824.66,405800,1824.66
2013-07-02,1861.26,1867.18,1850.29,1855.02,483200,1855.02
2013-07-01,1851.57,1866.63,1850.03,1855.73,220800,1855.73
2013-06-28,1844.60,1864.09,1844.60,1863.32,251000,1863.32
2013-06-27,1809.55,1839.52,1809.40,1834.70,286200,1834.70
2013-06-26,1799.74,1799.74,1772.49,1783.45,297000,1783.45
2013-06-25,1790.33,1807.62,1770.53,1780.63,332200,1780.63
2013-06-24,1821.22,1821.22,1798.98,1799.01,221000,1799.01
2013-06-21,1806.40,1823.99,1806.02,1822.83,290400,1822.83
2013-06-20,1864.37,1873.18,1844.41,1850.49,355800,1850.49
2013-06-19,1899.50,1899.50,1883.41,1888.31,279800,1888.31
2013-06-18,1887.72,1900.63,1872.70,1900.62,278600,1900.62
2013-06-17,1889.45,1897.70,1878.40,1883.10,264400,1883.10
2013-06-14,1895.77,1896.60,1881.50,1889.24,279200,1889.24
2013-06-13,1905.10,1911.04,1881.24,1882.73,306400,1882.73
2013-06-12,1913.60,1921.54,1907.29,1909.91,253400,1909.91
2013-06-11,1933.10,1933.34,1910.05,1920.68,288200,1920.68
2013-06-10,1927.19,1934.92,1923.59,1932.70,271800,1932.70
2013-06-07,1953.83,1954.82,1923.84,1923.85,341200,1923.85
2013-06-05,1988.94,1989.29,1959.19,1959.19,340600,1959.19
2013-06-04,1998.38,1999.73,1979.42,1989.51,334800,1989.51
2013-06-03,1993.11,2000.56,1989.51,1989.57,333600,1989.57
2013-05-31,2009.25,2013.29,2000.82,2001.05,397600,2001.05
2013-05-30,1999.83,2008.23,1997.84,2000.10,435600,2000.10
2013-05-29,1993.69,2009.43,1992.68,2001.20,362600,2001.20
2013-05-28,1983.58,1991.20,1978.89,1986.22,311400,1986.22
2013-05-27,1974.59,1984.13,1971.53,1979.97,256000,1979.97
2013-05-24,1979.35,1979.93,1961.59,1973.45,273600,1973.45
2013-05-23,1985.91,1991.35,1969.19,1969.19,343000,1969.19
2013-05-22,1991.76,1998.70,1987.23,1993.83,326400,1993.83
2013-05-21,1994.02,1995.10,1976.17,1981.09,245800,1981.09
2013-05-20,1990.36,1991.27,1982.43,1982.43,274400,1982.43
2013-05-16,1980.03,1991.98,1980.03,1986.81,322200,1986.81
2013-05-15,1971.96,1972.44,1963.52,1971.26,247000,1971.26
2013-05-14,1954.39,1972.50,1954.13,1968.83,328400,1968.83
2013-05-13,1936.86,1948.70,1935.57,1948.70,251600,1948.70
2013-05-10,1975.48,1975.48,1944.75,1944.75,283800,1944.75
2013-05-09,1963.61,1982.32,1961.50,1979.45,332600,1979.45
2013-05-08,1961.73,1964.08,1952.38,1956.45,338000,1956.45
2013-05-07,1962.28,1962.87,1951.27,1954.35,299800,1954.35
2013-05-06,1977.44,1983.64,1960.14,1961.48,295000,1961.48
2013-05-03,1967.88,1968.04,1953.40,1965.71,312600,1965.71
2013-05-02,1961.67,1966.68,1954.28,1957.21,349600,1957.21
2013-04-30,1947.07,1967.06,1946.99,1963.95,403000,1963.95
2013-04-29,1948.87,1948.97,1934.68,1940.70,266000,1940.70
2013-04-26,1949.92,1951.86,1942.37,1944.56,280200,1944.56
2013-04-25,1937.88,1951.66,1935.81,1951.60,335000,1951.60
2013-04-24,1931.06,1939.35,1921.03,1935.31,341200,1935.31
2013-04-23,1924.43,1924.79,1908.77,1918.63,260400,1918.63
2013-04-22,1903.97,1926.31,1901.98,1926.31,258800,1926.31
2013-04-19,1899.35,1910.24,1888.30,1906.75,331200,1906.75
2013-04-18,1916.55,1919.53,1900.05,1900.06,343400,1900.06
2013-04-17,1934.61,1934.82,1910.78,1923.84,415200,1923.84
2013-04-16,1900.18,1926.65,1896.69,1922.21,393000,1922.21
2013-04-15,1916.06,1927.72,1907.35,1920.45,333000,1920.45
2013-04-12,1954.22,1956.21,1919.90,1924.23,407400,1924.23
2013-04-11,1944.53,1949.80,1926.54,1949.80,386600,1949.80
2013-04-10,1933.73,1939.19,1923.43,1935.58,320200,1935.58
2013-04-09,1918.13,1934.74,1901.96,1920.74,356600,1920.74
2013-04-08,1927.04,1933.95,1918.69,1918.69,313400,1918.69
2013-04-05,1948.33,1952.10,1916.77,1927.23,372600,1927.23
2013-04-04,1963.39,1965.19,1938.89,1959.45,415400,1959.45
2013-04-03,1990.71,1992.40,1972.02,1983.22,396400,1983.22
2013-04-02,1996.81,2001.78,1973.27,1986.15,496200,1986.15
2013-04-01,2009.94,2010.15,1994.54,1995.99,269200,1995.99
2013-03-29,2007.12,2013.21,2003.96,2004.89,341600,2004.89
2013-03-28,1989.70,1995.31,1985.45,1993.52,367600,1993.52
2013-03-27,1991.91,1996.56,1973.72,1993.44,362600,1993.44
2013-03-26,1976.81,1990.23,1975.60,1983.70,298800,1983.70
2013-03-25,1968.85,1981.75,1968.14,1977.67,276200,1977.67
2013-03-22,1949.03,1956.33,1946.05,1948.71,259600,1948.71
2013-03-21,1969.30,1973.26,1950.82,1950.82,262800,1950.82
2013-03-20,1969.19,1978.17,1959.40,1959.41,332800,1959.41
2013-03-19,1978.41,1989.46,1973.23,1978.56,326800,1978.56
2013-03-18,1974.71,1982.92,1968.18,1968.18,304200,1968.18
2013-03-15,2009.71,2009.71,1985.91,1986.50,307400,1986.50
2013-03-14,2000.07,2002.13,1978.57,2002.13,331000,2002.13
2013-03-13,1994.79,1999.73,1988.19,1999.73,353000,1999.73
2013-03-12,2006.84,2007.44,1990.17,1993.34,390200,1993.34
2013-03-11,2000.57,2006.30,1982.38,2003.35,398200,2003.35
2013-03-08,2001.97,2007.37,1994.25,2006.01,312000,2006.01
2013-03-07,2018.63,2018.63,1998.29,2004.40,386400,2004.40
2013-03-06,2033.17,2033.89,2016.65,2020.74,395400,2020.74
2013-03-05,2022.41,2031.65,2016.60,2016.61,492000,2016.61
2013-03-04,2028.55,2029.32,2011.09,2013.15,357400,2013.15
2013-02-28,2019.05,2030.85,2016.15,2026.49,422000,2026.49
2013-02-27,2008.94,2014.96,1999.65,2004.04,417000,2004.04
2013-02-26,1993.12,2005.86,1991.96,2000.01,433400,2000.01
2013-02-25,2022.51,2022.77,2008.78,2009.52,338200,2009.52
2013-02-22,2007.34,2029.44,2006.59,2018.89,409200,2018.89
2013-02-21,2014.50,2021.24,2010.91,2015.22,391200,2015.22
2013-02-20,1997.04,2024.64,1995.31,2024.64,407800,2024.64
2013-02-19,1981.96,1990.09,1979.85,1985.83,344200,1985.83
2013-02-18,1979.42,1985.41,1973.65,1981.91,420600,1981.91
2013-02-15,1981.06,1982.76,1976.12,1981.18,598800,1981.18
2013-02-14,1977.42,1986.14,1972.80,1979.61,336000,1979.61
2013-02-13,1952.86,1976.07,1950.58,1976.07,331000,1976.07
2013-02-12,1958.46,1958.65,1943.63,1945.79,307400,1945.79
2013-02-08,1930.00,1955.86,1929.81,1950.90,291200,1950.90
2013-02-07,1939.42,1946.67,1931.10,1931.77,412200,1931.77
2013-02-06,1943.33,1944.44,1935.44,1936.19,349200,1936.19
2013-02-05,1936.92,1944.00,1928.75,1938.18,366600,1938.18
2013-02-04,1968.95,1969.13,1952.83,1953.21,345400,1953.21
2013-02-01,1964.75,1966.54,1942.44,1957.79,385800,1957.79
2013-01-31,1960.78,1965.92,1954.53,1961.94,399600,1961.94
2013-01-30,1961.92,1967.29,1950.67,1964.43,523200,1964.43
2013-01-29,1946.11,1958.88,1944.81,1955.96,465000,1955.96
2013-01-28,1940.33,1943.49,1930.37,1939.71,349400,1939.71
2013-01-25,1966.40,1966.83,1934.89,1946.69,401800,1946.69
2013-01-24,1970.85,1980.03,1960.75,1964.48,558400,1964.48
2013-01-23,2003.37,2008.06,1980.41,1980.41,491400,1980.41
2013-01-22,1986.58,1999.35,1981.88,1996.52,553400,1996.52
2013-01-21,1987.96,1991.98,1972.64,1986.86,446600,1986.86
2013-01-18,1987.65,1988.47,1976.72,1987.85,583400,1987.85
2013-01-17,1983.67,1986.34,1964.62,1974.27,828800,1974.27
2013-01-16,1988.44,1996.46,1970.01,1977.45,457600,1977.45
2013-01-15,2006.89,2016.37,1983.74,1983.74,546200,1983.74
2013-01-14,1993.82,2007.04,1989.24,2007.04,454800,2007.04
2013-01-11,2017.38,2017.92,1984.16,1996.67,472600,1996.67
2013-01-10,1993.87,2008.47,1988.04,2006.80,500800,2006.80
2013-01-09,2001.98,2007.72,1989.48,1991.81,607600,1991.81
2013-01-08,2003.22,2009.99,1997.91,1997.94,493800,1997.94
2013-01-07,2012.15,2014.00,1996.47,2011.25,536200,2011.25
2013-01-04,2017.88,2018.63,2001.53,2011.94,378800,2011.94
2013-01-03,2041.24,2042.48,2018.49,2019.41,491000,2019.41
2013-01-02,2013.74,2033.66,2012.30,2031.10,364000,2031.10
2012-12-28,1984.84,2002.67,1984.84,1997.05,303000,1997.05
2012-12-27,1979.46,1987.91,1971.53,1987.35,376000,1987.35
2012-12-26,1992.10,2000.92,1982.25,1982.25,458000,1982.25
2012-12-24,1984.18,1985.57,1977.00,1981.82,348200,1981.82
2012-12-21,2004.61,2004.67,1976.09,1980.42,553600,1980.42
2012-12-20,2002.11,2006.08,1991.81,1999.50,422000,1999.50
2012-12-18,1990.72,1993.09,1979.22,1993.09,454200,1993.09
2012-12-17,1993.18,1999.38,1981.13,1983.07,366600,1983.07
2012-12-14,1989.42,1999.65,1985.19,1995.04,350400,1995.04
2012-12-13,1976.18,2002.78,1976.18,2002.77,421400,2002.77
2012-12-12,1972.33,1975.44,1966.91,1975.44,459800,1975.44
2012-12-11,1962.52,1965.68,1956.75,1964.62,404800,1964.62
2012-12-10,1965.71,1970.19,1955.39,1957.42,367600,1957.42
2012-12-07,1953.17,1963.06,1952.83,1957.45,413400,1957.45
2012-12-06,1948.55,1955.07,1946.03,1949.62,345400,1949.62
2012-12-05,1933.45,1949.70,1930.15,1947.04,492600,1947.04
2012-12-04,1932.66,1938.28,1928.09,1935.18,294800,1935.18
2012-12-03,1937.28,1944.75,1933.67,1940.02,314800,1940.02
2012-11-30,1932.71,1941.84,1927.98,1932.90,337200,1932.90
2012-11-29,1922.86,1935.10,1922.51,1934.85,388800,1934.85
2012-11-28,1916.31,1916.76,1906.20,1912.78,409000,1912.78
2012-11-27,1917.14,1930.24,1913.97,1925.20,588200,1925.20
2012-11-26,1918.01,1918.11,1905.95,1908.51,276800,1908.51
2012-11-23,1901.73,1911.33,1894.58,1911.33,330000,1911.33
2012-11-22,1894.66,1903.27,1893.18,1899.50,412800,1899.50
2012-11-21,1895.72,1899.60,1878.25,1884.04,380800,1884.04
2012-11-20,1896.58,1897.56,1886.34,1890.18,372400,1890.18
2012-11-19,1869.76,1884.11,1869.23,1878.10,349400,1878.10
2012-11-16,1865.81,1872.69,1856.81,1860.83,465000,1860.83
2012-11-15,1870.29,1875.49,1859.79,1870.72,450800,1870.72
2012-11-14,1891.45,1895.48,1880.61,1894.04,534000,1894.04
2012-11-13,1904.19,1904.97,1881.85,1889.70,494800,1889.70
2012-11-12,1899.30,1903.81,1892.68,1900.87,473200,1900.87
2012-11-09,1893.09,1907.57,1879.06,1904.41,636200,1904.41
2012-11-08,1912.64,1918.69,1905.62,1914.41,659600,1914.41
2012-11-07,1933.79,1937.55,1916.81,1937.55,556800,1937.55
2012-11-06,1911.83,1928.17,1908.49,1928.17,545800,1928.17
2012-11-05,1905.46,1914.38,1903.32,1908.22,343400,1908.22
2012-11-02,1920.55,1921.98,1915.11,1918.72,441200,1918.72
2012-11-01,1903.57,1904.99,1887.56,1898.44,402400,1898.44
2012-10-31,1912.83,1918.40,1909.08,1912.06,397200,1912.06
2012-10-30,1894.05,1913.52,1893.75,1899.58,334200,1899.58
2012-10-29,1901.83,1905.22,1884.77,1891.52,371800,1891.52
2012-10-26,1917.64,1921.25,1890.15,1891.43,437600,1891.43
2012-10-25,1906.91,1924.51,1904.95,1924.50,438000,1924.50
2012-10-24,1907.16,1922.02,1901.62,1913.96,564600,1913.96
2012-10-23,1943.79,1944.38,1926.81,1926.81,539000,1926.81
2012-10-22,1910.98,1942.64,1910.23,1941.59,458200,1941.59
2012-10-19,1954.33,1958.64,1938.96,1943.84,383200,1943.84
2012-10-18,1960.39,1963.53,1954.10,1959.12,495000,1959.12
2012-10-17,1955.78,1965.53,1949.71,1955.15,499800,1955.15
2012-10-16,1942.51,1944.22,1931.09,1941.54,538400,1941.54
2012-10-15,1927.82,1937.15,1921.32,1925.59,568000,1925.59
2012-10-12,1937.85,1940.32,1927.39,1933.26,398800,1933.26
2012-10-11,1934.49,1949.74,1919.82,1933.09,464200,1933.09
2012-10-10,1961.90,1962.72,1948.22,1948.22,449400,1948.22
2012-10-09,1982.09,1992.32,1979.00,1979.04,516800,1979.04
2012-10-08,1994.05,1994.05,1979.24,1981.89,508400,1981.89
2012-10-05,2004.62,2007.84,1991.21,1995.17,681200,1995.17
2012-10-04,1998.73,1998.99,1983.03,1992.68,597000,1992.68
2012-10-02,1998.52,2003.63,1995.12,1996.03,496200,1996.03
2012-09-28,2000.01,2000.01,1988.41,1996.21,678200,1996.21
2012-09-27,1969.65,1991.26,1969.60,1988.70,693800,1988.70
2012-09-26,1973.11,1986.28,1968.85,1980.44,1209800,1980.44
2012-09-25,1994.08,2004.26,1988.88,1991.41,529000,1991.41
2012-09-24,1996.42,2005.45,1977.70,2003.44,483000,2003.44
2012-09-21,2000.05,2005.11,1991.56,2002.37,649200,2002.37
2012-09-20,1997.65,2004.54,1987.94,1990.33,618400,1990.33
2012-09-19,2000.20,2012.74,1993.91,2007.88,960000,2007.88
2012-09-18,1998.30,2005.73,1995.83,2004.96,855200,2004.96
2012-09-17,2005.54,2011.50,1997.79,2002.35,881600,2002.35
2012-09-14,1994.42,2008.97,1991.13,2007.58,1023800,2007.58
2012-09-13,1948.27,1955.03,1938.74,1950.69,983000,1950.69
2012-09-12,1931.44,1953.03,1927.75,1950.03,708400,1950.03
2012-09-11,1920.46,1923.09,1912.47,1920.00,718800,1920.00
2012-09-10,1934.63,1937.85,1924.70,1924.70,620800,1924.70
2012-09-07,1918.36,1929.58,1915.56,1929.58,597600,1929.58
2012-09-06,1881.54,1888.18,1873.49,1881.24,752800,1881.24
2012-09-05,1894.70,1894.70,1874.03,1874.03,624200,1874.03
2012-09-04,1911.47,1916.16,1906.22,1907.13,881600,1907.13
2012-09-03,1909.06,1921.84,1885.03,1912.71,597200,1912.71
2012-08-31,1897.16,1912.24,1896.84,1905.12,659200,1905.12
2012-08-30,1922.82,1922.82,1897.07,1906.38,747800,1906.38
2012-08-29,1920.49,1931.00,1914.82,1928.54,592400,1928.54
2012-08-28,1922.02,1925.70,1910.58,1916.33,612000,1916.33
2012-08-27,1909.02,1925.15,1907.50,1917.87,573000,1917.87
2012-08-24,1921.08,1927.10,1913.75,1919.81,631400,1919.81
2012-08-23,1934.56,1942.97,1924.50,1942.54,604400,1942.54
2012-08-22,1939.60,1947.43,1917.48,1935.19,422800,1935.19
2012-08-21,1954.51,1961.07,1942.61,1943.22,407600,1943.22
2012-08-20,1944.67,1949.89,1938.25,1946.31,358000,1946.31
2012-08-17,1964.07,1964.07,1941.79,1946.54,372400,1946.54
2012-08-16,1956.35,1959.92,1947.26,1957.91,430600,1957.91
2012-08-14,1942.61,1957.15,1939.45,1956.96,341200,1956.96
2012-08-13,1945.33,1946.20,1932.40,1932.44,352600,1932.44
2012-08-10,1937.89,1948.05,1933.93,1946.40,326600,1946.40
2012-08-09,1907.13,1947.08,1907.13,1940.59,495200,1940.59
2012-08-08,1896.58,1919.61,1896.56,1903.23,485600,1903.23
2012-08-07,1883.82,1891.60,1881.66,1886.80,325200,1886.80
2012-08-06,1883.62,1894.92,1881.86,1885.88,245600,1885.88
